name,artists,primary_color,album_name,album_image,album_type,spotify_url
Bunny Girl Drill,Tanjiro,undefined,Bunny Girl Drill,https://i.scdn.co/image/ab67616d0000b2735100e33874cde3720a6405dc,single,https://open.spotify.com/track/4NLMT7R2z3xqw0pKLiAsiE
chuu - A COLORS ENCORE,anaiis,undefined,chuu - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b273a8fd7eb972a88df6160ea4c3,single,https://open.spotify.com/track/5bRDI9qW9KZuMeT4pF9qzK
absolute in doubt,Lil Peep, Wicca Phase Springs Eternal,undefined,crybaby,https://i.scdn.co/image/ab67616d0000b2733786aacf75e7983fdb770402,album,https://open.spotify.com/track/1tf1CVuAsK3X1s42riww5u
Sarcophagus,$uicideboy$, Ramirez,undefined,G.R.E.Y.G.O.D.S.,https://i.scdn.co/image/ab67616d0000b273363e76b72b348d8012b2ffd2,single,https://open.spotify.com/track/5o0FL29OWV58jrssUCh4gL
$outh $ide $uicide,$uicideboy$, Pouya,undefined,High Tide in the Snake's Nest,https://i.scdn.co/image/ab67616d0000b2739170408b39b66a6185f6534a,album,https://open.spotify.com/track/496GZe7MxLloHgUQTmY2Ch
One Last Kiss,Rojuu, Steve Lean,undefined,One Last Kiss,https://i.scdn.co/image/ab67616d0000b273ba6f8df20b6cdad063f3c470,single,https://open.spotify.com/track/6FTOLcuHoujUvm1vrzh146
No Fue,Chita, CA7RIEL,undefined,No Fue,https://i.scdn.co/image/ab67616d0000b273c2ecabb38273f49d89f8b4f3,single,https://open.spotify.com/track/5KgGV5yykkThL3rk5mQWfr
Ganga (Bonus Track),Sloth Brite, Guayaba,undefined,Chanchullo,https://i.scdn.co/image/ab67616d0000b2731b53c26dc1e38cd3ddbbde8b,album,https://open.spotify.com/track/0LiueomW53673WgmYqSYbb
Supernatural,Trippie Redd,undefined,Trip At Knight (Complete Edition),https://i.scdn.co/image/ab67616d0000b273d01b8867ca76ba7a4c15a9a4,album,https://open.spotify.com/track/20cjeL1xWO9Li2e2OaD9xS
Staring,Tipling Rock,undefined,Staring,https://i.scdn.co/image/ab67616d0000b273edbb4fdbd873767ddac155ef,single,https://open.spotify.com/track/0lBOxYabLsCS8Hg5ZRaz7p
Arre,Simpson Ahuevo,undefined,Arre,https://i.scdn.co/image/ab67616d0000b2732ce1de4b96d723ef8ba4662a,single,https://open.spotify.com/track/6lQ7ubRjFRpxkRtlFnMJRl
I Sip,Tory Lanez,undefined,I Sip,https://i.scdn.co/image/ab67616d0000b273b96b9d2a10dd7cd1e968918f,single,https://open.spotify.com/track/5A8EYS9Z4hz4EmtU8W8kI3
Qué Facilidad,Sen Senra, C. Tangana,undefined,Corazón Cromado,https://i.scdn.co/image/ab67616d0000b273073bf04ecaabcd5e71344cee,album,https://open.spotify.com/track/6GAWfJCEiQZoRtVFaoxscP
A Mí,Rels B,undefined,A Mí,https://i.scdn.co/image/ab67616d0000b273e75742385df2e0a026001e0d,single,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa
COMO el FUEGO,Sen Senra,undefined,Sensaciones,https://i.scdn.co/image/ab67616d0000b273a4268639fb789e5b44b4ca53,album,https://open.spotify.com/track/3qlj2CT2ZWRUGNgqjhqFbU
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION, Lil Pump, Swae Lee, Maluma,undefined,Arms Around You (feat. Maluma & Swae Lee),https://i.scdn.co/image/ab67616d0000b27397edb4fc7ac3510ca4bb021c,single,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
Used To This,Wilkinson, Issey Cross,undefined,Used to This,https://i.scdn.co/image/ab67616d0000b273e982c00fda97daf2cc907b06,single,https://open.spotify.com/track/6IlL9Xlnm0Oq6wXSe6TH9v
california dream,Vanessa Weisz,undefined,Wisdom Tooth (Mixtape),https://i.scdn.co/image/ab67616d0000b273d0c7552a199c9b5ac347caa5,album,https://open.spotify.com/track/1I3Py6E716rx2UfmMMZCnI
Way Back,Shakewell,undefined,Key Stone Prince,https://i.scdn.co/image/ab67616d0000b273aaa55b79e81ed436ede79ce5,album,https://open.spotify.com/track/3rVkoAWPsdBUdkuFYxJKLQ
Up Up and Away,Derek Pope,undefined,Epochs,https://i.scdn.co/image/ab67616d0000b273f78938c624f4228cbf1fdd8d,album,https://open.spotify.com/track/5MzAdOahVsGuDw40wOcZmJ
I Don't Know,KIDR,undefined,I Don't Know,https://i.scdn.co/image/ab67616d0000b27362a626e6f2418c574f21d4b6,single,https://open.spotify.com/track/4UXQlm2yCdPkbbgQyNd11p
I'm Only a Fool for You,Safenokk,undefined,I'm Only a Fool for You,https://i.scdn.co/image/ab67616d0000b273608cd34d477146617efc2736,single,https://open.spotify.com/track/0GZJiEs0B7pLEvoZDlOT3E
Shakira!,1nonly, EGOVERT,undefined,Shakira!,https://i.scdn.co/image/ab67616d0000b27303c58779dfc6029341086829,single,https://open.spotify.com/track/1zCQXSnLkfXq3TzMLr6pWf
song i made up to stop myself from having a panic attack just now (ft. rich),Field Medic, Rich,undefined,song i made up to stop myself from having a panic attack just now,https://i.scdn.co/image/ab67616d0000b2737874ea394168c3c7e4db95d1,single,https://open.spotify.com/track/0LTOpiPy2PahUkpMYLW3JL
Nonstop,Drake,undefined,Scorpion,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,album,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
Tip Toe Thru' the Tulips with Me,Tiny Tim,undefined,God Bless Tiny Tim,https://i.scdn.co/image/ab67616d0000b273cea8b273d59bb63ce43364c7,album,https://open.spotify.com/track/1Vchex0xowRj9k59RLvRfo
Dafne,NATHY PELUSO,undefined,Esmeralda,https://i.scdn.co/image/ab67616d0000b2730a9c899fdc0d1e224f864e0e,album,https://open.spotify.com/track/6WuxzFewQ4EUHcUGqtcGPl
Oreen Ishi,NATHY PELUSO,undefined,Esmeralda,https://i.scdn.co/image/ab67616d0000b2730a9c899fdc0d1e224f864e0e,album,https://open.spotify.com/track/4wKEvlClvZgXcrSCSfPCxV
Daga,NATHY PELUSO,undefined,Esmeralda,https://i.scdn.co/image/ab67616d0000b2730a9c899fdc0d1e224f864e0e,album,https://open.spotify.com/track/0rdvxChAjvco05muND6SfN
Esmeralda,NATHY PELUSO,undefined,Esmeralda,https://i.scdn.co/image/ab67616d0000b2730a9c899fdc0d1e224f864e0e,album,https://open.spotify.com/track/505pS73CWBrQPE811qppNw
Alabame,NATHY PELUSO,undefined,Esmeralda,https://i.scdn.co/image/ab67616d0000b2730a9c899fdc0d1e224f864e0e,album,https://open.spotify.com/track/4KQ0rQMuQJf2SSQMwJFNhM
Corashe,NATHY PELUSO,undefined,Corashe,https://i.scdn.co/image/ab67616d0000b27397bd8b0157d8f9198f13dee4,single,https://open.spotify.com/track/1VyyetfExEA6Kn5uzt2xdT
Ateo,C. Tangana, NATHY PELUSO,undefined,Ateo,https://i.scdn.co/image/ab67616d0000b273ef0cbc8ab511564631677a5c,single,https://open.spotify.com/track/5xiAfKzE3mbxYbOkUZPR11
Feel Like God,17timx carti,undefined,Feel Like God,https://i.scdn.co/image/ab67616d0000b2732f861292cee21e6ead24fb29,single,https://open.spotify.com/track/5PEU7TD7cMdQMKdnELJZxG
Own Brand Freestyle,FelixThe1st, Dréya Mac, Finch Fetti,undefined,Own Brand Freestyle,https://i.scdn.co/image/ab67616d0000b2733c1f3904452b05f0d7d3c416,single,https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x
Ya No Hay Verano,Depresión Sonora,undefined,Depresión Sonora,https://i.scdn.co/image/ab67616d0000b2730fc0d02cfecb3b9acd16ba2d,single,https://open.spotify.com/track/2VyMyqR2ona9yAFk7WsJNW
No Cima - A COLORS SHOW,Santa Salut,undefined,No Cima - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b273b1121cf3d9a290ab37baffc0,single,https://open.spotify.com/track/13rFKKJkddAas6hqgJ6hUI
Dear Mylene - Extended,Vacatixn,undefined,Dear Mylene (Extended),https://i.scdn.co/image/ab67616d0000b273e5f9d1440a6b7ebf07e171c0,single,https://open.spotify.com/track/33Wuv8D9p7LftN5bVf5xW2
Nu Normal - A COLORS ENCORE,ENNY, Baker Aaron,undefined,Nu Normal - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b2738053ce3b1407e2f4d3e0d3ae,single,https://open.spotify.com/track/74jPUn696jqwq4A0O8pVhE
Goodums - A COLORS SHOW,Unknown T,undefined,Goodums (A COLORS SHOW),https://i.scdn.co/image/ab67616d0000b273b5b6cb9440dbc827c2e58d72,single,https://open.spotify.com/track/5CFc7DlGg9RsGEDth7ui7a
Peng Black Girls Remix - A COLORS SHOW,ENNY, Jorja Smith,undefined,Peng Black Girls Remix - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b27381d5cb10c2b706f754f2a2e8,single,https://open.spotify.com/track/7L15RIYFpoiHKJQNHsYhWM
Take Me - A COLORS ENCORE,May The Muse,undefined,Take Me - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b27388b67eca30f11ae9e2205b71,single,https://open.spotify.com/track/4j7GC8fQIS32G0UpN3ErNK
Acid Rain,Lorn,undefined,The Maze To Nowhere,https://i.scdn.co/image/ab67616d0000b2734e7be339cee55cf14e6bc50f,album,https://open.spotify.com/track/7pM9cLbrgRGX1hHElTX92m
Entangled,Lorn,undefined,The Maze To Nowhere,https://i.scdn.co/image/ab67616d0000b2734e7be339cee55cf14e6bc50f,album,https://open.spotify.com/track/4gYWpvq41GHTn5SN4KPW9g
Geek'd (feat. Lil Baby),Bhad Bhabie, Lil Baby,undefined,15,https://i.scdn.co/image/ab67616d0000b2734230e47d7122807dc73e8bc7,album,https://open.spotify.com/track/3nQQotHU6YtE0Z4kiMNoW8
Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie, Lil Yachty,undefined,15,https://i.scdn.co/image/ab67616d0000b2734230e47d7122807dc73e8bc7,album,https://open.spotify.com/track/3hv6ndi7uFT9L9wrhQCsqY
Babyface Savage (feat. Tory Lanez),Bhad Bhabie, Tory Lanez,undefined,Babyface Savage (feat. Tory Lanez),https://i.scdn.co/image/ab67616d0000b273afd59b8f7df2be1b94bee052,single,https://open.spotify.com/track/2xB64x7pRS8Qa9uuZktOnA
Dresser,Yung Bans,undefined,Yung Bans,https://i.scdn.co/image/ab67616d0000b273b7fabe5cebff71420c7fa7e7,album,https://open.spotify.com/track/7IsjaaTuVaAjFTw4Buc9ql
Commercial (feat. Lil Uzi Vert),Lil Baby, Lil Uzi Vert,undefined,My Turn,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,album,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA
Majin Buu,Anoyd,undefined,Majin Buu,https://i.scdn.co/image/ab67616d0000b2730ee365820dca1f31d49fd222,single,https://open.spotify.com/track/7IrbvK5Z6IDXvTQel8F94i
Drip or Drown,Gunna,undefined,Drip or Drown,https://i.scdn.co/image/ab67616d0000b273dcb5f3bbd5e9fbe873ac68f4,album,https://open.spotify.com/track/6ZthdsKjWtiCxnxbhs74vF
Bon acteur - A COLORS SHOW,Lous and The Yakuza,undefined,Bon acteur - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b273e0d0463578ece6e5b39ce52f,single,https://open.spotify.com/track/2L96oJLFflRTqPaoXF6heJ
Hello - A COLORS SHOW,Jelani Blackman,undefined,Hello - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b273f72913c6afede8909cc19f39,single,https://open.spotify.com/track/6T0xqxDBvNjuFOvDTp8p5S
I Know - A COLORS SHOW,Santino Le Saint,undefined,I Know - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2730464ad670a2c4f0b8db1c3cf,single,https://open.spotify.com/track/01101QwUKQpv8SGOVAZd9i
Cigarettes & Alcohol - A COLORS ENCORE,Santino Le Saint,undefined,Cigarettes & Alcohol - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b273a2b43cb8050d0e97323281d6,single,https://open.spotify.com/track/1CKu0G2WgUCJOSJkdQzIoo
INFRAROUGE - A COLORS SHOW,Frenetik,undefined,INFRAROUGE - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2730d288ce1371d12fefca62c07,single,https://open.spotify.com/track/7GfNJmn5qI7ktQxxNpJMoR
Nena - A COLORS SHOW,YEИDRY,undefined,Nena - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2731867a21a7a4061e0aadf1454,single,https://open.spotify.com/track/26qnhVT3knfCVlQiXfjxVE
Barrio - A COLORS ENCORE,YEИDRY,undefined,Barrio - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b2731b7deac32ffc8dd052f249f6,single,https://open.spotify.com/track/6gjXndJSfdr9C0efoMBCrf
Perfecto - A COLORS SHOW,Sen Senra,undefined,Perfecto - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b273503cbb3245e716dbcf802c4f,single,https://open.spotify.com/track/5CnIJ4NWx7PSU57dvcB2me
Euforia – A COLORS ENCORE,Sen Senra,undefined,Euforia - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b27342205362a0d52247ed466c85,single,https://open.spotify.com/track/1sxpVfeWUtoRgesSZhjV9K
Teach Me - A COLORS SHOW,Headie One,undefined,Mainstream - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b273e3ecec4942d8c9d86a39cd3e,single,https://open.spotify.com/track/3U5A6IkrHZHnBxrn1AEBTs
Tu Piel - A COLORS ENCORE,María José Llergo,undefined,Tu Piel - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b27386d8aa3033bb4381b9591f97,single,https://open.spotify.com/track/4rKInZNRNXaGBW8PGwOMxG
Peng Black Girls Remix - A COLORS SHOW,ENNY, Jorja Smith,undefined,Peng Black Girls Remix - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b273de89f2afe49afaf3499e57dc,single,https://open.spotify.com/track/6WfjBqbkjPNK2kjBwDB6aL
Stuck In A Dance - A COLORS ENCORE,FLOHIO,undefined,Stuck In A Dance- A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b273b8280cbd821ec589f19ad766,single,https://open.spotify.com/track/1pv0v06A03xwKEzAzNiZsZ
Veneno - A COLORS SHOW,La Dame Blanche,undefined,Veneno - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b27374af933e63b0f15979dc3cb1,single,https://open.spotify.com/track/3NQNJcX6jLyiZfNWKVcgyH
Figurine - A COLORS SHOW,WAYNE SNOW,undefined,Figurine - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b2739d3468887dd08a726d75442a,single,https://open.spotify.com/track/1KI9l7LmnXGvIyry0vqNnk
Nuage - A COLORS ENCORE,Sopico,undefined,Nuage (A COLORS ENCORE),https://i.scdn.co/image/ab67616d0000b273ade43d9807a63b8ca6fdd06d,single,https://open.spotify.com/track/4IVi6mMSl0tVXAE7IKKY7f
Safari,Makro,undefined,Safari,https://i.scdn.co/image/ab67616d0000b27391376c9828e1df723260d962,single,https://open.spotify.com/track/3KUTrUbkguYfgZnh9liTEY
Ya No Te Hago Falta,Sen Senra,undefined,Sensaciones,https://i.scdn.co/image/ab67616d0000b273a4268639fb789e5b44b4ca53,album,https://open.spotify.com/track/4RIi1gNmKDzSH04Vvws2DK
Love,gas,bankrolls,Jupiter,undefined,Love,gas,bankrolls,https://i.scdn.co/image/ab67616d0000b2736baa8f0fd87f2460b5fe5a2e,single,https://open.spotify.com/track/4tfN2G2pMVrJ9IkfMURKri
Mary Jane,Rels B, Itchy & Buco Sounds,undefined,Player Hater,https://i.scdn.co/image/ab67616d0000b273c5976668618b76d446eccbfa,album,https://open.spotify.com/track/5Azz3iAd6Ptzs5LvGuYQBK
Ciego,Cráneo, Lasser, Juan Rios, Made in M,undefined,Música para Lagartos,https://i.scdn.co/image/ab67616d0000b273473ba8ba31772a3fca30a588,album,https://open.spotify.com/track/4ybJ5CDRI6FGOL0IWBS6CT
Panteras,Cráneo, Guayaba,undefined,Glow Trip,https://i.scdn.co/image/ab67616d0000b273d63bbfead4d2e85e54e1436d,single,https://open.spotify.com/track/7clFeTRJ7e22Ur8S6nF5Wm
Marte,Cráneo, Made in M,undefined,Dalsy,https://i.scdn.co/image/ab67616d0000b27350517b5b33b02766459cbf48,album,https://open.spotify.com/track/6DuHvxQCCZXiPke82UhoSc
Cristal (feat. BxRod),Cráneo, Made in M, BxRod,undefined,Dalsy,https://i.scdn.co/image/ab67616d0000b27350517b5b33b02766459cbf48,album,https://open.spotify.com/track/2WBtEzeRU4DIylOZg9iHyu
Barefoot In The Park (feat. ROSALÍA),James Blake, ROSALÍA,undefined,Assume Form,https://i.scdn.co/image/ab67616d0000b2739af56a54edacb6237b49fa2e,album,https://open.spotify.com/track/3onYsieuDICdVt5ULZSExF
Dio$ No$ Libre Del Dinero,ROSALÍA,undefined,Fucking Money Man,https://i.scdn.co/image/ab67616d0000b2738a9926ff9034c4930544a48a,single,https://open.spotify.com/track/5m9l5wILQ9iiLd8csLeR5v
24 (feat. Lil Baby),Money Man, Lil Baby,undefined,Epidemic (Deluxe),https://i.scdn.co/image/ab67616d0000b273d9cbe9b9bec4732330a17c7e,album,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5
what i got,guardin, Huskai,undefined,what i got,https://i.scdn.co/image/ab67616d0000b2739e5931417ee2d490b4b0e565,single,https://open.spotify.com/track/7sgxxcpYukTLJZUXVfBV8S
Self-Destruction,Holy Mob, Redhands, Necroez,undefined,Holy Mob, Vol. 8,https://i.scdn.co/image/ab67616d0000b273f9eb7df02b5a4b38781138f7,album,https://open.spotify.com/track/3cwX6n7K6CMpWqR1Sv9IpQ
Sun down,Anonymuz,undefined,There Is No Threat,https://i.scdn.co/image/ab67616d0000b273d0df6dbcbc5646c75b6697c8,album,https://open.spotify.com/track/3frIpFzb6eESnySATv9VDN
Out My Head,Felly,undefined,Out My Head,https://i.scdn.co/image/ab67616d0000b273fd3b7d8453bce7b9b6086f5f,single,https://open.spotify.com/track/4vPoabHSXopY6RzY9atmUe
THE ONLY TIME I FEEL ALIVE,XXXTENTACION, Craig Xen,undefined,Bad Vibes Forever,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,album,https://open.spotify.com/track/71hGntRHMOByPYua7WbnGG
california world,Lil Peep, Nedarb, Craig Xen,undefined,CALIFORNIA GIRLS,https://i.scdn.co/image/ab67616d0000b273ca733061d51ddadda9fca9c3,single,https://open.spotify.com/track/7kjYPapOatvPuqPuMn4TgM
Mood Swing Misery,Pouya, Rocci,undefined,The South Got Something to Say,https://i.scdn.co/image/ab67616d0000b2737662947b56f7e60f84d477cc,album,https://open.spotify.com/track/5OoH6HSheF3LbwnGbpKSFa
Take A Step Back,Ski Mask The Slump God, XXXTENTACION,undefined,You Will Regret (Reloaded),https://i.scdn.co/image/ab67616d0000b27313831fd1727486857a80f2be,album,https://open.spotify.com/track/2gQYziDV5cSTRSqr6akzi5
Steven Universe,L.Dre,undefined,Steven Universe,https://i.scdn.co/image/ab67616d0000b273a5f5cb76ee8ddfc272aec550,single,https://open.spotify.com/track/7zkA4TSmYO1Bko2PnFn0YB
Redbone,Dontcry,undefined,Redbone,https://i.scdn.co/image/ab67616d0000b273ac597a3df768010c3cd31879,single,https://open.spotify.com/track/7cDlVNC3d0RRW4p2qmiMLm
worldstar money (interlude),Joji,undefined,In Tongues,https://i.scdn.co/image/ab67616d0000b2733a927e16c14f2aeb7c004e19,single,https://open.spotify.com/track/435yU2MvEGfDdmbH0noWZ0
Narcos,Anuel AA,undefined,Emmanuel,https://i.scdn.co/image/ab67616d0000b2733cb695bfc1246bdf66161fce,album,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
MIB,Myke Towers,undefined,Easy Money Baby,https://i.scdn.co/image/ab67616d0000b273a01abf0f3b93ee5902fef2a7,album,https://open.spotify.com/track/7z9chavxReUpyOZoAkUnUb
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy, Bad Bunny, Julieta Venegas,undefined,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,single,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
No Me Ame,Rvssian, Anuel AA, Juice WRLD,undefined,No Me Ame,https://i.scdn.co/image/ab67616d0000b273155eef1dc49d17e457d64c05,single,https://open.spotify.com/track/2AuWgceaQyfMoI3EGavwGb
Intro,Cecilio G., Limabeatz,undefined,Milion Dollar Baby (Ceegeeotcp),https://i.scdn.co/image/ab67616d0000b2735fd4cf5754e7be7c3c5aeb27,album,https://open.spotify.com/track/0l3EFfekXC26pSQu0SLxxJ
Fvck Luv,Duki, C.R.O,undefined,Fvck Luv,https://i.scdn.co/image/ab67616d0000b273cce0126dfcac7e20d26367c8,single,https://open.spotify.com/track/4qYOtEUm1Xp8dFSOfz9uP0
Smile (with The Weeknd),Juice WRLD, The Weeknd,undefined,Legends Never Die,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,album,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
Righteous,Juice WRLD,undefined,Legends Never Die,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,album,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
rock bottom (feat. nothing,nowhere.),guccihighwaters, nothing,nowhere.,undefined,joke's on you,https://i.scdn.co/image/ab67616d0000b2737126d2a489b41e56cd6d22e0,album,https://open.spotify.com/track/5d1OeQBC6zyHO8jc2svOZz
Bering Sea,Inchaos,undefined,Bering Sea,https://i.scdn.co/image/ab67616d0000b2731a3e021e9f93b6b417db0add,single,https://open.spotify.com/track/4mwLAPRoF2BivBi0Lu8VzZ
Life Goes On (feat. Trippie Redd & Ski Mask The Slump God),Oliver Tree, Trippie Redd, Ski Mask The Slump God,undefined,Life Goes On (feat. Trippie Redd & Ski Mask The Slump God),https://i.scdn.co/image/ab67616d0000b273a250451cf808587a7f76a2c2,single,https://open.spotify.com/track/07ShpyCaAqfCseA3fWFFMY
WRLD On Drugs,Future, Juice WRLD,undefined,Future & Juice WRLD Present... WRLD ON DRUGS,https://i.scdn.co/image/ab67616d0000b273644c510e8d4c02ae69028297,album,https://open.spotify.com/track/3xBHLZwRfi0fjO9euaj5zf
Midtown,Duki,undefined,Midtown,https://i.scdn.co/image/ab67616d0000b273f93db96a7706b119ecad937b,single,https://open.spotify.com/track/4lyhbrXClLAza4bFA21ir0
mi amor,sadeyes, guccihighwaters,undefined,mi amor,https://i.scdn.co/image/ab67616d0000b273563c0d5997c2e49eae1b1908,single,https://open.spotify.com/track/4jnyTCIs338b1m6d8z65UV
DMT,The Sidekicks,undefined,Awkward Breeds,https://i.scdn.co/image/ab67616d0000b273253fe6e0059e01fc3d18f5f6,album,https://open.spotify.com/track/0MBxXpZzVRi62v3euHMydb
Used to You,Thisistoodifficult,undefined,If You Decide to Go,https://i.scdn.co/image/ab67616d0000b2737926d79989135e5fae73cdc9,single,https://open.spotify.com/track/6rkWtpyP6EGZ7TkzIMyNnm
RIGHT NOW (feat. Travis Barker),Jasiah, Travis Barker,undefined,RIGHT NOW (feat. Travis Barker),https://i.scdn.co/image/ab67616d0000b273bf716ccafdc41326ba76f337,single,https://open.spotify.com/track/1GlaDUecMXdHig5D1tgY8p
Case 19 (feat. 6ix9ine),Jasiah, 6ix9ine,undefined,Jasiah I Am,https://i.scdn.co/image/ab67616d0000b2735e8cc10ff27240cc3139b090,album,https://open.spotify.com/track/4iO6aCCNBAN2TGTD5JYIiq
My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,undefined,I No Longer Fear the Razor Guarding My Heel,https://i.scdn.co/image/ab67616d0000b273774096669395b9d64fa2fcbe,single,https://open.spotify.com/track/6QFQqqYye5lAcnhCALvxKJ
Wocky My Lover,Mak Sauce, Lil Yachty,undefined,Wocky My Lover,https://i.scdn.co/image/ab67616d0000b273f5841fca764f80da44afb82c,single,https://open.spotify.com/track/0Cj4WjZVyrLeSJwOsJ80bB
Fell In Luv (feat. Bryson Tiller),Playboi Carti, Bryson Tiller,undefined,Die Lit,https://i.scdn.co/image/ab67616d0000b273a1e867d40e7bb29ced5c0194,album,https://open.spotify.com/track/1s9DTymg5UQrdorZf43JQm
before the storm,yesterday, guardin,undefined,burden boy,https://i.scdn.co/image/ab67616d0000b2732c53205d155d34c0dc77217e,album,https://open.spotify.com/track/3uPpMxTxbUBinBpmHlg1Lr
deep end,ericdoa,undefined,COA,https://i.scdn.co/image/ab67616d0000b27340c036752aa4a53b091de6d1,album,https://open.spotify.com/track/0xbhxpl3z5yOinGrfLutoe
Sleepy Hollow,Trippie Redd,undefined,Sleepy Hollow,https://i.scdn.co/image/ab67616d0000b2736f53f721c7bed7f8d159cfcb,single,https://open.spotify.com/track/3v84EI4rMdsqJ95MxwIjQa
Ball,Eryn Martin,undefined,Ball,https://i.scdn.co/image/ab67616d0000b273c94571e0dab294139f28ea9b,single,https://open.spotify.com/track/3CL4OEx96xE6eO9vrHunJY
Wolves,Kanye West,undefined,The Life Of Pablo,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,album,https://open.spotify.com/track/432hUIl3ISDeytYW5XBQ5h
Who Needs Love,Trippie Redd,undefined,A Love Letter To You 4,https://i.scdn.co/image/ab67616d0000b273cd81b9f0393348b6537c9d92,album,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D
Extinct,REASON, Isaiah Rashad, JID,undefined,New Beginnings,https://i.scdn.co/image/ab67616d0000b2733907a711fe2eaf9f50585572,album,https://open.spotify.com/track/70hDklZStSazrExPjHJPfR
Jet Fuel,Mac Miller,undefined,Swimming,https://i.scdn.co/image/ab67616d0000b273175c577a61aa13d4fb4b6534,album,https://open.spotify.com/track/2JmFRXaJrkAUD2cs6U20KG
She Knows (feat. Amber Coffman & Cults),J. Cole, Cults, Amber Coffman,undefined,Born Sinner (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,album,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
The Road Beneath My Feet,Emery,undefined,The Road Beneath My Feet,https://i.scdn.co/image/ab67616d0000b27330750429e84c90db9981cff9,single,https://open.spotify.com/track/2AiHrL10gT7teZ7LUAuzDA
Hot (feat. Gunna),Young Thug, Gunna,undefined,So Much Fun,https://i.scdn.co/image/ab67616d0000b2736fcd1b6e205d0d19d9efa0cc,album,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
The Race,Tay-K,undefined,#SantanaWorld (+),https://i.scdn.co/image/ab67616d0000b273fbfeb7ded12a79fbd98f99e8,album,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
Sum 2 Prove,Lil Baby,undefined,My Turn,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,album,https://open.spotify.com/track/5f4Hy5mw5SRaUgXX9c6P5S
Bizarro,$uicideboy$,undefined,Stop Staring At the Shadows,https://i.scdn.co/image/ab67616d0000b273e2bab14ce82f78a4160376a1,album,https://open.spotify.com/track/3wYnfIWrBYOHx9MR3EcJzu
Kill Yourself (Part III),$uicideboy$,undefined,My Liver Will Handle What My Heart Can't,https://i.scdn.co/image/ab67616d0000b273dcff3103179d992594a227db,album,https://open.spotify.com/track/0kEZlJh4mK1QRfb3CT5LPk
The Alchemist,HAARPER,undefined,The Alchemist,https://i.scdn.co/image/ab67616d0000b273c33f72942d581badb0c97770,single,https://open.spotify.com/track/7CrRiJJd6UNRWyYdQTBI1U
